date,account_value
2011-07-08,1130291.5830103476
2011-07-11,1111974.7520601857
2011-07-12,1101972.9950898888
2011-07-13,1109488.158616321
2011-07-14,1103549.6203257106
2011-07-15,1113292.1305108168
2011-07-18,1104772.5526410735
2011-07-19,1120333.3233120586
2011-07-20,1128205.4716197778
2011-07-21,1142461.1026095804
2011-07-22,1121869.2932947008
2011-07-25,1121993.7780731786
2011-07-26,1119078.5232877487
2011-07-27,1093526.9304060328
2011-07-28,1089606.1445113851
2011-07-29,1081785.5061886094
2011-08-01,1088000.3634989979
2011-08-02,1060180.9592606577
2011-08-03,1059038.312230837
2011-08-04,1002490.4535104659
2011-08-05,1008157.8163120425
2011-08-08,939667.2524215624
2011-08-09,983168.6721296647
2011-08-10,930664.3491623413
2011-08-11,973849.3128332322
2011-08-12,987830.5769174206
2011-08-15,1007530.136063783
2011-08-16,993475.1255704301
2011-08-17,988443.9579193719
2011-08-18,947400.5991714403
2011-08-19,928670.6026801779
2011-08-22,922742.3706211646
2011-08-23,951766.2532676565
2011-08-24,969084.7415489495
2011-08-25,952629.5581117804
2011-08-26,970493.7486512921
2011-08-29,998832.579373892
2011-08-30,1005833.9510634205
2011-08-31,1014736.9961273329
2011-09-01,996855.0659231065
2011-09-02,967633.1654382145
2011-09-06,961027.9248102753
2011-09-07,990601.924105962
2011-09-08,975525.398105304
2011-09-09,947033.5869147494
2011-09-12,951626.1084477026
2011-09-13,959830.085993295
2011-09-14,967954.8405419743
2011-09-15,986081.0860475075
2011-09-16,986554.6591438362
2011-09-19,974838.763796241
